Province,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Ho Chi Minh City,Ho Chi Minh City,CGV Sư Vạn Hạnh & IMAX,1.90:1,IMAX Laser XT,1.90:1,No,11.74 m,21.34 m,Yes
Ho Chi Minh City,Ho Chi Minh City,CGV AEON Bình Tân & IMAX,1.90:1,IMAX Laser XT,1.90:1,No,11.30 m,20.65 m,Yes
Ho Chi Minh City,Thu Duc,Galaxy Sala & IMAX,1.90:1,IMAX Laser XT,1.90:1,No,0 m,0 m,Yes
