Province,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Kowloon,Yau Tsim Mong,Hongkong ISQUARE Emperor & IMAX,1.90:1,IMAX CoLa,1.90:1,No,11.80 m,20.94 m,Yes
Kowloon,Yau Tsim Mong,MCL Cinemas IMAX @ K11 Art House,1.90:1,IMAX CoLa,1.90:1,No,11.77 m,20.70 m,Yes
Kowloon,Yau Tsim Mong,"OMNIMAX, Hong Kong Space Museum",Dome 1.43:1,N/A,N/A,IMAX GT Dome 15/70 mm,0 m,23.00 m,Unk
