City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Oslo,ODEON Oslo & IMAX,1.90:1,IMAX GT Laser,1.90:1,No,13.7 m,24.2 m,Yes
