City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Prague,"IMAX Theatre, Palace Flora",1.43:1,IMAX Digital,1.90:1,IMAX GT3D 15/70 mm,18.5 m,23.9 m,Yes
