City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Kirchberg,Kinepolis Kirchberg & IMAX,1.90:1,IMAX Laser XT,1.90:1,No,9.5 m,17.9 m,Yes
