Region,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
Oranjestad West,Eagle Beach,The Movies IMAX @ Glória,1.90:1,IMAX CoLa,1.90:1,No,13.0 m,22.0 m,Yes
