District,City,Location Name,Screen Aspect Ratio (AR),Digital Projector,Maximum AR for digital projection,Film Projector,Height,Width,Commercial films shown?
New Providence,Nassau,Fusion Superplex & IMAX,1.43:1,IMAX GT Laser,1.43:1,No,16.8 m,24.4 m,Yes
